contract,bug_type,func,iter_1,iter_2,iter_3,iter_4,iter_5,iter_6,iter_7,iter_8,iter_9,iter_10,iter_11,iter_12,iter_13,iter_14,iter_15,iter_16,iter_17,iter_18,iter_19,iter_20,iter_21,iter_22,iter_23,iter_24,iter_25,iter_26,iter_27,iter_28,iter_29,iter_30,iter_31,iter_32,iter_33,iter_34,iter_35,iter_36,iter_37,iter_38,iter_39,iter_40
0xfbfa60a21b423cb364de616a37464b61c1bc4c88_2,EtherLeak,withdrawFunds,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0xfbfa60a21b423cb364de616a37464b61c1bc4c88_3,SuicidalContract,kill,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0xfbfa60a21b423cb364de616a37464b61c1bc4c88_3,EtherLeak,kill,53,54,54,53,53,52,38,39,53,53,53,53,53,54,53,39,53,53,53,53,53,53,53,39,38,53,53,39,52,53,53,53,53,38,53,53,53,38,53,53
0xfbfa60a21b423cb364de616a37464b61c1bc4c88_3,EtherLeak,withdrawFunds,53,54,54,53,53,52,38,39,53,53,53,53,53,54,53,39,53,53,53,53,53,53,53,39,38,53,53,39,52,53,53,53,53,38,53,53,53,38,53,53
0xfc1078a7bb4521881663df4148434acd991af14c_3,SuicidalContract,destroy,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0xfc1078a7bb4521881663df4148434acd991af14c_3,EtherLeak,destroy,38,38,28,38,38,38,38,38,39,38,38,38,38,38,38,27,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,27,38,38,38,38,39,38,38,38
parity_wallet_bug_2,SuicidalContract,kill,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
parity_wallet_bug_2,EtherLeak,kill,52,51,51,38,52,52,52,50,52,51,51,52,52,52,52,52,52,52,52,52,52,52,52,52,52,50,52,52,52,52,53,52,51,52,52,52,37,52,52,38
parity_wallet_bug_2,EtherLeak,execute,52,51,51,38,52,52,52,50,52,51,51,52,52,52,52,52,52,52,52,52,52,52,52,52,52,50,52,52,52,52,53,52,51,52,52,52,37,52,52,38
wallet_02_refund_nosub,EtherLeak,withdraw,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
wallet_02_refund_nosub,EtherLeak,refund,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
